Unnamed: 0,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.compute_distance,session.config.participation_fee,player.id_in_group,player.ip,player.lat,player.long,player.matches,player.sex,player.date,player.marital,player.children,player.children_number,player.children_first_age,player.language,player.language_other,player.zip,player.ethnicity,player.ethnicity_choice,player.ethnicity_choice_other,player.race,player.race_indian_other,player.race_asian_other,player.race_islander_other,player.race_other,player.religion,player.religion_denomination,player.religion_denomination_other,player.home,player.home_other,player.guns,player.place_growing_up,player.highest_degree,player.elementary_secondary_choices,player.elementary_secondary_choices_incomplete_high_school,player.high_school_choices,player.college_choices,player.after_bachelor_choices,player.major_college,player.major_bachelor,player.country_growing_up,player.us_state_grow_up,player.another_country_grow_up,player.us_citizen,player.us_citizen_options,player.work_last_week,player.profession,player.employer,player.work_tasks,player.unemployed_10_years,player.labor_union,player.household_income,player.income_group_placement,player.sixteen_yo_comparison,player.parental_comparison_standards,player.social_class,player.financial_satisfaction,player.importance_democracy,player.american_pride,player.political_party,player.other_political_party,player.politcal_views,player.executive_branch_confidence,player.congress_confidence,player.supreme_court_confidence,player.military_confidence,player.police_confidence,player.banks_confidence,player.unions_confidence,player.public_ed_confidence,player.press_confidence,player.improve_condition_blacks,player.improve_condition_abroad,player.protecting_environment,player.government_redistribution,player.income_tax_level,player.death_penalty,player.affirmative_action,player.sex_before_marriage,player.same_sex_relations,player.abortion,player.people_helpful,player.people_take_advantage_of_you,player.people_trustworthy,player.payoff,group.id_in_subsession,subsession.round_number,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,player.city,player.state,player.state_short
368,3,oyvs8r21,,0,8,7,outro,End,2019-11-10 07:43:28.319020+00:00,1,A2YH******8663,37Z9**********************3STF,0,1.25,ur606zm0,20191110-0200,,3EAWOID6MTAJSUY8ZH3LLLR9AF50VV,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,67.197.78.130,34.93,-81.02,,male,02/24/1984,never,0,,,english,,29731,0,,,white,,,,,1,orthodox,,five or more apartments,,1,medium city,high school graduate,,,high school diploma,,,,,usa,SC,,1,born usa,full time work,Production Inspector,private business,0.222222222222222,0,0,0.625,0.222222222222222,0.25,0.75,working class,0.0,1.0,1.0,independent,,0.833333333333333,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,1.0,1,0.0,0.0,0.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock Hill,South Carolina,SC
369,10,fx03irx6,,0,8,7,outro,End,2019-11-11 05:59:36.355624+00:00,1,A265******AR1D,3ZR9**********************O40V,0,1.25,pov9xrq5,20191111-0000,,371QPA24C214MRF1Q576Y8MYIMZT1F,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,10,67.241.220.246,44.83,-68.78,,female,05/28/1981,never,0,,,english,,4401,0,,,white,,,,,0,,,one family detached,,0,medium city,high school graduate,,,high school diploma,,,,,usa,ME,,1,born usa,full time work,Daycare teacher,private business,0.333333333333333,0,0,0.75,0.333333333333333,0.25,0.5,working class,0.0,0.555555555555556,0.666666666666667,democrat,,0.333333333333333,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.166666666666667,1.0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangor,Maine,ME
370,7,xtvzb8yp,,0,8,7,outro,End,2019-11-10 03:28:08.096748+00:00,1,A1D9******6SAF,3HHR**********************VO9C,0,1.25,8nv7gxxo,20191109-2200,,34F34TZU7WCHX91SXFTG1L9UCQHJ2C,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,67.241.242.182,42.14,-77.05,,male,11/01/1982,never,0,,,english,,14830,0,,,white,,,,,0,,,five or more apartments,,0,small town,college or some college,,,,bachelors degree,,Anthropology,,usa,NY,,1,born usa,full time work,Compliance,private business,0.8888888888888891,1,0,0.791666666666667,0.555555555555556,0.5,0.5,middle class,0.5,1.0,0.333333333333333,democrat,,0.166666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.833333333333333,0.5,0,0.666666666666667,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corning,New York,NY
371,6,4dnamnp7,,0,8,7,outro,End,2019-11-09 04:48:08.246685+00:00,1,A314******YL12,3WQQ**********************G8BJ,0,1.25,jo5mh3df,20191108-2400,,32CAVSKPCE2JM4UQQAXG348010U1U2,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,67.242.39.239,42.93,-76.56,,female,03/18/1972,never,0,,,english,,13021,0,,,white,,,,,1,roman catholic,,one family detached,,0,small town,beyond bachelors,,,,,masters degree,,biology,usa,NY,,1,born usa,full time work,Lab manager,private non profit,0.7777777777777779,0,0,0.833333333333333,0.444444444444444,0.25,0.75,middle class,0.0,1.0,0.666666666666667,democrat,,0.333333333333333,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auburn,New York,NY
372,12,ntnwj3yn,,0,8,7,outro,End,2019-11-09 19:38:34.774957+00:00,1,A19K******S6YH,3NXN**********************U97E,0,1.25,69j3kgeb,20191109-1400,,3566S7OX5DWHOTIUD245TCUGTP0173,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,12,67.246.227.133,43.59,-70.33,,female,06/30/1981,married,1,3.0,23.0,english,,4074,0,,,white,,,,,0,,,one family detached,,0,medium city,beyond bachelors,,,,,masters degree,,Business,usa,CA,,1,born abroad us parents,full time work,Human Resources and Finance Manager,private business,1.0,0,0,0.958333333333333,0.666666666666667,0.5,1.0,middle class,0.5,1.0,0.666666666666667,democrat,,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.166666666666667,1.0,0,0.333333333333333,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scarborough,Maine,ME
373,6,tstd3ye2,,0,8,7,outro,End,2019-11-09 03:07:05.918676+00:00,1,A394******CY3M,3L2I**********************HNUW,0,1.25,2rirzdsj,20191108-2200,,3CZH926SICRJP7UNNS1DXKT0RW84EZ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,67.247.238.117,42.88,-77.28,,female,11/12/1982,divorced,0,,,english,,14424,0,,,white,,,,,0,,,mobile home,,0,suburb,college or some college,,,,"more than 1 year college, no degree",,psychology,,usa,NY,,1,born usa,full time work,mturk,self employed,0.666666666666667,1,0,0.583333333333333,0.333333333333333,0.5,0.75,working class,0.5,1.0,0.333333333333333,independent,,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.833333333333333,0.5,1,0.333333333333333,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canandaigua,New York,NY
374,1,abbbq3xo,,0,8,7,outro,End,2019-11-10 04:58:54.777355+00:00,1,A250******CGK9,3Y4W**********************8DVL,0,1.25,lqef6g7v,20191110-0000,,3S1WOPCJFG69SPD8QZOH3MIJ9T7JEE,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,1,67.249.186.196,43.1,-75.23,,male,03/22/1980,married,0,,,english,,13501,0,,,white,,,,,1,roman catholic,,one family detached,,1,small town,beyond bachelors,,,,,masters degree,,business management,usa,NY,,1,born usa,full time work,real estate,private business,0.8888888888888891,1,1,0.875,0.555555555555556,0.25,1.0,middle class,1.0,1.0,1.0,independent,,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,1,0.0,1.0,1.0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utica,New York,NY
375,9,15vsehp3,,0,8,7,outro,End,2019-11-10 15:32:13.359174+00:00,1,A10J******5RXR,39O5**********************8C3S,0,1.25,r259k7w3,20191110-1000,,3EGKVCRQFW51GBWN28NUC1RMJ04YBO,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,67.253.201.215,43.21,-77.42,,female,06/10/1961,separated,1,2.0,29.0,english,,14580,0,,,white,,,,,0,,,one family detached,,0,small town,college or some college,,,,bachelors degree,,engineering,,usa,NY,,1,born usa,full time work,purchasing,private non profit,1.0,1,0,0.875,0.7777777777777779,0.75,0.75,middle class,1.0,1.0,0.666666666666667,republican,,0.833333333333333,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,1,0.0,1.0,0.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webster,New York,NY
376,11,b03s0fye,,0,8,7,outro,End,2019-11-10 21:40:25.800873+00:00,1,A9ZC*****CIU1,3S4A**********************R4LU,0,1.25,wokbwli5,20191110-1600,,30EV7DWJTV8VAZFS6H6M1L5U5ZWY66,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,11,67.254.210.204,40.71,-73.98999999999998,,female,08/02/1978,married,1,2.0,34.0,english,,10026,0,,,white,,,,,0,,,five or more apartments,,0,large city,college or some college,,,,bachelors degree,,,,usa,NY,,1,born usa,full time work,project manager,private business,0.8888888888888891,1,0,0.958333333333333,0.7777777777777779,0.5,0.75,middle class,0.0,1.0,0.333333333333333,democrat,,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,0,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,New York,NY
377,3,tkj6350r,,0,8,7,outro,End,2019-11-08 19:08:01.552425+00:00,1,A1GD******1XFZ,3NGI**********************J1P3,0,1.25,gzksbt7k,20191108-1400,,3Y40HMYLL1VRC5FJX3INYDC16F0XUH,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,67.58.114.176,35.23,-82.73,,male,02/26/1955,married,1,1.0,29.0,english,,28712,0,,,white,,,,,1,protestant,,one family detached,,1,small town,beyond bachelors,,,,,masters degree,,Chemistry (undergrad); business (graduate); economics (graduate certificate),usa,NJ,,1,born usa,part time work,Adjunct instructor,government employer,0.8888888888888891,0,0,0.875,0.7777777777777779,0.25,0.75,middle class,1.0,1.0,1.0,republican,,0.666666666666667,0.5,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0,0.333333333333333,0.0,0.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brevard,North Carolina,NC
378,2,cslnl8fk,,0,8,7,outro,End,2019-11-13 01:01:02.485321+00:00,1,A2G0******9HRZ,3TXD**********************IU4X,0,1.25,by5f47v7,20191112-2000,,3LOJFQ4BOXSZB35QCPD9YJ0BO83KDM,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,2,67.7.77.6,26.63,-81.84999999999998,,male,12/05/1978,never,0,,,english,,33901,0,,,black,,,,,0,,,one family detached,,0,medium city,college or some college,,,,associates degree,,AS in Computer Science,,usa,NY,,1,born usa,housework,,,,1,0,0.666666666666667,0.333333333333333,0.25,0.75,working class,0.0,0.8888888888888891,0.0,democrat,,0.333333333333333,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.166666666666667,0.5,1,1.0,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fort Myers,Florida,FL
379,12,jgjjgcu1,,0,8,7,outro,End,2019-11-13 15:45:10.606279+00:00,1,A3TP******OPAO,3PEI**********************5WXO,0,1.25,5lecz7tp,20191113-1000,,3M4KL7H8KV0YKT4PUSZDNYUKZH7162,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,12,67.79.93.74,33.09,-96.88,,male,10/11/1988,never,0,,,english,,75056,0,,,white,,,,,1,protestant,,one family detached,,1,large city,college or some college,,,,bachelors degree,,Computer Science,,usa,TX,,1,born usa,full time work,Analyst,private business,0.7777777777777779,0,0,0.791666666666667,0.555555555555556,0.75,0.25,middle class,0.5,0.8888888888888891,1.0,republican,,0.666666666666667,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.333333333333333,1.0,1,0.0,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Colony,Texas,TX
380,9,0u1y05h8,,0,8,7,outro,End,2019-11-08 15:57:38.283022+00:00,1,A1RO******9Y3X,3RRC**********************AB4Z,0,1.25,rfssdtom,20191108-1000,,36FFXPMST91ZDAV7WDOSWLWI03RHOT,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,67.8.193.168,28.9,-81.2,,female,09/24/1968,divorced,1,3.0,24.0,english,,32738,0,,,white,,,,,0,,,one family attached,,1,large city,college or some college,,,,"more than 1 year college, no degree",,business,,usa,NY,,1,born usa,full time work,customer support,private business,0.7777777777777779,0,0,0.708333333333333,0.666666666666667,0.75,0.25,working class,0.0,0.8888888888888891,0.666666666666667,democrat,,0.333333333333333,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,1.0,1.0,1.0,0.833333333333333,1.0,1,1.0,1.0,1.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deltona,Florida,FL
381,14,1rctyvyq,,0,8,7,outro,End,2019-11-14 01:57:59.428507+00:00,1,ALV4*****IJ37,3CN4**********************B4Y1,0,1.25,zmcpko3j,20191113-2000,,33TGB4G0LPUCCS0UXYSDTHQZO4NXTR,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,14,67.83.42.19,40.66,-74.19,,male,05/13/1979,never,0,,,english,,7202,0,,,white,,,,,1,roman catholic,,five or more apartments,,0,medium city,college or some college,,,,bachelors degree,,business,,usa,NJ,,1,born usa,full time work,analyst,private business,1.0,1,0,0.625,0.444444444444444,0.25,0.5,working class,0.0,1.0,0.666666666666667,independent,,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.833333333333333,0.5,1,0.0,1.0,0.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth,New Jersey,NJ
382,2,iacgsvrz,,0,8,7,outro,End,2019-11-10 04:59:09.427785+00:00,1,A3VN******5JM4,3E1Q**********************FI8N,0,1.25,lqef6g7v,20191110-0000,,3S1WOPCJFG69SPD8QZOH3MIJ9T7JEE,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,2,67.85.241.173,40.64,-73.94,,male,09/18/1986,never,0,,,english,,11235,0,,,white,,,,,0,,,five or more apartments,,0,large city,college or some college,,,,bachelors degree,,Computer Science,,usa,NY,,1,naturalized us citizen,full time work,Order Processing Specialist,private business,0.7777777777777779,0,0,0.666666666666667,0.333333333333333,0.25,0.5,working class,0.0,0.7777777777777779,1.0,independent,,0.666666666666667,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333333333333,1.0,1,0.0,1.0,1.0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooklyn,New York,NY
383,8,0tfgy0kp,,0,8,7,outro,End,2019-11-15 01:27:30.965003+00:00,1,A1DU******BORV,3LOZ**********************X2XJ,0,1.25,jt7g1wsx,20191114-2000,,3D06DR5225WW3K2HDRZNNVK9TC2MAX,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,8,68.1.63.65,30.53,-86.48,,female,10/12/1993,never,1,2.0,20.0,english,,32578,0,,,white,,,,,0,,,one family detached,,0,small town,no schooling,,,,,,,,usa,FL,,1,born usa,housework,,,,0,0,0.708333333333333,0.222222222222222,0.25,1.0,working class,0.5,1.0,0.666666666666667,democrat,,0.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niceville,Florida,FL
384,9,a03hu3oo,,0,8,7,outro,End,2019-11-09 03:14:40.297756+00:00,1,A4J4*****68L0,3V5Q**********************732E,0,1.25,2rirzdsj,20191108-2200,,3CZH926SICRJP7UNNS1DXKT0RW84EZ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,68.100.174.128,38.78,-77.17,,male,12/25/1995,married,1,1.0,22.0,english,,22150,0,,,white,,,,,1,roman catholic,,one family detached,,1,suburb,college or some college,,,,bachelors degree,,Information Technology,,usa,VA,,1,born usa,full time work,Net Security,private business,0.666666666666667,0,0,0.75,0.222222222222222,0.0,1.0,working class,0.5,1.0,1.0,republican,,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield,Virginia,VA
385,11,1dj1ppsa,,0,8,7,outro,End,2019-11-11 21:45:34.807775+00:00,1,A12J******06BT,3K4J**********************4AGG,0,1.25,wmvxbtt3,20191111-1600,,33NOQL7T9OCIJ38LVI53Z6ANHPSZ8O,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,11,68.104.222.55,32.17,-110.79,,male,04/19/1983,never,1,2.0,23.0,english,,85730,0,,,white,,,,,0,,,one family detached,,1,large city,college or some college,,,,bachelors degree,,Computer Science,,usa,AZ,,1,born usa,full time work,Software Development,private business,1.0,0,0,0.75,0.444444444444444,0.25,0.75,working class,0.5,1.0,1.0,republican,,0.833333333333333,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1,0.0,1.0,1.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tucson,Arizona,AZ
386,7,c74ut7tc,,0,8,7,outro,End,2019-11-09 17:09:39.902578+00:00,1,A2WZ******LYF7,3SUW**********************C6E8,0,1.25,kixfy4zr,20191109-1200,,371DNNCG44FMXRZMPQGLDI96WSV8T4,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,68.104.73.204,36.15,-115.11,,male,10/10/1991,never,0,,,english,,89104,1,other,Peruvian,white,,,,,0,,,less than five apartment,,0,suburb,high school graduate,,,high school diploma,,,,,usa,NV,,1,born usa,full time work,Security Guard,government employer,0.7777777777777779,0,0,0.5,0.555555555555556,0.5,0.5,working class,0.5,0.666666666666667,1.0,republican,,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1,0.333333333333333,0.0,0.333333333333333,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Vegas,Nevada,NV
387,8,aia0kp0b,,0,8,7,outro,End,2019-11-08 19:12:29.465388+00:00,1,A3MH******O7QN,3PEI**********************0WXK,0,1.25,gzksbt7k,20191108-1400,,3Y40HMYLL1VRC5FJX3INYDC16F0XUH,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,8,68.104.81.28,36.17,-115.2,,male,11/22/1993,married,0,,,english,,89107,0,,,white,,,,,0,,,one family detached,,0,large city,college or some college,,,,"more than 1 year college, no degree",,chemistry,,usa,NV,,1,born usa,full time work,IT tech,private business,0.333333333333333,0,0,0.4583333333333329,0.222222222222222,0.5,0.75,working class,0.5,1.0,1.0,republican,,0.833333333333333,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.833333333333333,0.5,1,0.333333333333333,1.0,1.0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Las Vegas,Nevada,NV
388,9,2qfzl3it,,0,8,7,outro,End,2019-11-12 03:29:21.447185+00:00,1,AHUO*****5J8H,3URF**********************KUZY,0,1.25,u626vxfl,20191111-2200,,3QMELQS6Y5OMDY36SMESTPCX2ES6RR,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,68.106.254.178,31.5,-110.21,,female,01/18/1967,divorced,1,3.0,25.0,english,,85650,0,,,white,,,,,1,protestant,,one family detached,,1,small town,college or some college,,,,associates degree,,Science,,usa,CA,,1,born usa,full time work,Administrative Support,private non profit,0.7777777777777779,1,0,0.666666666666667,0.222222222222222,0.5,0.5,working class,0.5,1.0,1.0,republican,,0.666666666666667,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,1,0.0,1.0,0.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sierra Vista,Arizona,AZ
389,6,2xwmi917,,0,8,7,outro,End,2019-11-09 21:04:13.867939+00:00,1,A1WH******HIRQ,3ZQI**********************ZWVY,0,1.25,s4u9h8b1,20191109-1600,,3EKTG13IZUGDZ3TLAIODW90KMK2LM6,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,68.113.78.227,34.32,-86.5,,female,04/29/1965,widowed,1,4.0,15.0,english,,35016,0,,,white,,,,,0,,,mobile home,,0,medium city,college or some college,,,,"more than 1 year college, no degree",,Nursing,,usa,AL,,1,born usa,full time work,data entry,self employed,1.0,0,0,0.375,0.222222222222222,0.5,0.25,working class,0.5,1.0,0.666666666666667,independent,,0.333333333333333,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arab,Alabama,AL
390,9,w65bzzbn,,0,8,7,outro,End,2019-11-13 19:07:00.704508+00:00,1,A1VY******R1J2,3E7T**********************GD9P,0,1.25,89r4sqa7,20191113-1400,,3S8APUMBJXWVGKFSXIV6NGK6ES8BF5,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,68.117.218.184,33.6,-83.84999999999998,,male,05/13/1981,never,0,,,english,,30016,0,,,white,,,,,1,buddhist,,one family detached,,1,suburb,college or some college,,,,associates degree,,business administration,,usa,GA,,1,born usa,full time work,Repairman-at-large,private business,0.555555555555556,1,0,0.666666666666667,0.444444444444444,0.5,0.75,middle class,0.0,0.8888888888888891,0.666666666666667,independent,,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.333333333333333,1.0,1,0.0,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covington,Georgia,GA
391,7,mzy97xyr,,0,8,7,outro,End,2019-11-13 17:14:16.617387+00:00,1,A390******3LES,35H6**********************L658,0,1.25,q5os6ozr,20191113-1200,,3J9L0X0VDFZE3DMQPNRA0YBGLVP9WL,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,68.118.97.173,34.84,-85.04000000000002,,female,01/24/1962,never,0,,,english,,30755,0,,,white,,,,,0,,,one family detached,,0,small town,high school graduate,,,high school diploma,,,,,usa,OH,,1,born usa,full time work,Retail Manager,private business,0.444444444444444,1,0,0.4583333333333329,0.222222222222222,0.75,0.0,working class,0.0,1.0,0.666666666666667,democrat,,0.166666666666667,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1,0.666666666666667,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunnel Hill,Georgia,GA
392,12,ohd4ucgi,,0,8,7,outro,End,2019-11-08 17:41:59.888681+00:00,1,A6HD*****QPR8,3LJ7**********************84N3,0,1.25,6pkzn4ss,20191108-1200,,3CMIQF80GN3M1XO6F7PSOZ2S6QU6QQ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,12,68.126.220.214,33.81,-117.91,,male,02/15/1982,married,1,1.0,30.0,english,,92802,0,,,filipino,,,,,1,roman catholic,,one family detached,,0,suburb,college or some college,,,,bachelors degree,,Nursing,,usa,CA,,1,naturalized us citizen,full time work,Nurse,private business,0.444444444444444,1,0,0.833333333333333,0.222222222222222,0.25,0.25,working class,0.5,1.0,0.666666666666667,democrat,,0.166666666666667,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.5,1,0.666666666666667,1.0,0.666666666666667,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anaheim,California,CA
393,8,06uyokqz,,0,8,7,outro,End,2019-11-13 17:17:44.174568+00:00,1,A2ZN******KY8Q,3LPW**********************2U5X,0,1.25,q5os6ozr,20191113-1200,,3J9L0X0VDFZE3DMQPNRA0YBGLVP9WL,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,8,68.134.8.62,39.2,-76.84999999999998,,male,06/09/1995,never,0,,,english,,21044,0,,,black,,,,,1,protestant,,one family detached,,1,suburb,college or some college,,,,"more than 1 year college, no degree",,Computer Science,,usa,MD,,1,born usa,full time work,Software Development,private business,0.8888888888888891,1,0,1.0,0.555555555555556,0.5,0.75,middle class,0.5,1.0,0.666666666666667,democrat,,0.166666666666667,1.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0,0.333333333333333,1.0,1.0,1,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia,Maryland,MD
